管理番号-幹番,管理番号-枝番,体外診薬-承認等番号,体外診薬-販売名,体外診薬-一般的名称,体外診薬-製造販売業者,JLAC検査名称,JLAC11-17,JLAC11-測定物,JLAC11-測定物（名称）,JLAC11-識別,JLAC11-識別（名称）,JLAC11-材料,JLAC11-材料（名称）,JLAC11-測定法,JLAC11-測定法（名称）,JLAC11-結果単位,JLAC11-結果単位（名称）,JLAC11-材料（2）,JLAC11-結果単位（2）,JLAC10-17,JLAC10-分析物,JLAC10-分析物（名称）,JLAC10-識別,JLAC10-識別（名称）,JLAC10-材料,JLAC10-材料（名称）,JLAC10-測定法,JLAC10-測定法（名称）,JLAC10-結果識別,JLAC10-結果識別（名称）,JLAC10-材料（2）,保険-診療行為コード,保険-診療行為名称,保険-点数,備考-体外診薬,備考-JLAC,備考-保険,更新区分,更新日付
10C7002535,1,13B3X00190000001,UniCel DxC800 マルチアナライザー,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-535-B1,C7002,ナトリウム,401,測定値,250,血清,535,電位差測定_UniCel DxC800 マルチアナライザー,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002535,2,13B3X00190000001,UniCel DxC800 マルチアナライザー,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-535-B1,C7002,ナトリウム,401,測定値,100,尿,535,電位差測定_UniCel DxC800 マルチアナライザー,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002542,1,13B3X00190000013,ユニセルDxC600クリニカルシステム,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-542-B1,C7002,ナトリウム,401,測定値,250,血清,542,電位差測定_ユニセルDxC600クリニカルシステム,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002542,2,13B3X00190000013,ユニセルDxC600クリニカルシステム,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-542-B1,C7002,ナトリウム,401,測定値,100,尿,542,電位差測定_ユニセルDxC600クリニカルシステム,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002538,1,13B3X00190000029,自動分析装置　BECKMAN　COULTER　AU2700,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-538-B1,C7002,ナトリウム,401,測定値,250,血清,538,電位差測定_自動分析装置　BECKMAN　COULTER　AU2700,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002538,2,13B3X00190000029,自動分析装置　BECKMAN　COULTER　AU2700,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-538-B1,C7002,ナトリウム,401,測定値,100,尿,538,電位差測定_自動分析装置　BECKMAN　COULTER　AU2700,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002539,1,13B3X00190000030,自動分析装置　BECKMAN　COULTER　AU5400,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-539-B1,C7002,ナトリウム,401,測定値,250,血清,539,電位差測定_自動分析装置　BECKMAN　COULTER　AU5400,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002539,2,13B3X00190000030,自動分析装置　BECKMAN　COULTER　AU5400,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-539-B1,C7002,ナトリウム,401,測定値,100,尿,539,電位差測定_自動分析装置　BECKMAN　COULTER　AU5400,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002537,1,13B3X00190000033,自動分析装置　BECKMAN　COULTER　AU680,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-537-B1,C7002,ナトリウム,401,測定値,250,血清,537,電位差測定_自動分析装置　BECKMAN　COULTER　AU680,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002537,2,13B3X00190000033,自動分析装置　BECKMAN　COULTER　AU680,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-537-B1,C7002,ナトリウム,401,測定値,100,尿,537,電位差測定_自動分析装置　BECKMAN　COULTER　AU680,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002536,1,13B3X00190000034,自動分析装置　BECKMAN　COULTER　AU480,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-536-B1,C7002,ナトリウム,401,測定値,250,血清,536,電位差測定_自動分析装置　BECKMAN　COULTER　AU480,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002536,2,13B3X00190000034,自動分析装置　BECKMAN　COULTER　AU480,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-536-B1,C7002,ナトリウム,401,測定値,100,尿,536,電位差測定_自動分析装置　BECKMAN　COULTER　AU480,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002540,1,13B3X00190000035,自動分析装置　BECKMAN　COULTER　AU5800,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-540-B1,C7002,ナトリウム,401,測定値,250,血清,540,電位差測定_自動分析装置　BECKMAN　COULTER　AU5800,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002540,2,13B3X00190000035,自動分析装置　BECKMAN　COULTER　AU5800,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-540-B1,C7002,ナトリウム,401,測定値,100,尿,540,電位差測定_自動分析装置　BECKMAN　COULTER　AU5800,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002541,1,13B3X00190000047,自動分析装置　BECKMAN　COULTER　DxC700　AU,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,ナトリウム,C7002-0401-250-541-B1,C7002,ナトリウム,401,測定値,250,血清,541,電位差測定_自動分析装置　BECKMAN　COULTER　DxC700　AU,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002541,2,13B3X00190000047,自動分析装置　BECKMAN　COULTER　DxC700　AU,35743010^ディスクリート方式臨床化学自動分析装置,ベックマン・コールター株式会社,尿中ナトリウム,C7002-0401-100-541-B1,C7002,ナトリウム,401,測定値,100,尿,541,電位差測定_自動分析装置　BECKMAN　COULTER　DxC700　AU,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002553,1,13B3X10182000001,ビトロス 5600,35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,ナトリウム,C7002-0401-250-553-B1,C7002,ナトリウム,401,測定値,250,血清,553,電位差測定_ビトロス 5600,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002553,2,13B3X10182000001,ビトロス 5600,35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,尿中ナトリウム,C7002-0401-100-553-B1,C7002,ナトリウム,401,測定値,100,尿,553,電位差測定_ビトロス 5600,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002551,1,13B3X10182000004,"ビトロス5,1FS",35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,ナトリウム,C7002-0401-250-551-B1,C7002,ナトリウム,401,測定値,250,血清,551,"電位差測定_ビトロス5,1FS",B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002551,2,13B3X10182000004,"ビトロス5,1FS",35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,尿中ナトリウム,C7002-0401-100-551-B1,C7002,ナトリウム,401,測定値,100,尿,551,"電位差測定_ビトロス5,1FS",B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002552,1,13B3X10182000011,ビトロス 4600,35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,ナトリウム,C7002-0401-250-552-B1,C7002,ナトリウム,401,測定値,250,血清,552,電位差測定_ビトロス 4600,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002552,2,13B3X10182000011,ビトロス 4600,35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,尿中ナトリウム,C7002-0401-100-552-B1,C7002,ナトリウム,401,測定値,100,尿,552,電位差測定_ビトロス 4600,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002554,1,13B3X10182000016,ビトロス 5600II,35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,ナトリウム,C7002-0401-250-554-B1,C7002,ナトリウム,401,測定値,250,血清,554,電位差測定_ビトロス 5600II,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002554,2,13B3X10182000016,ビトロス 5600II,35743010^ディスクリート方式臨床化学自動分析装置~34549000^乾式臨床化学分析装置,オーソ・クリニカル・ダイアグノスティックス株式会社,尿中ナトリウム,C7002-0401-100-554-B1,C7002,ナトリウム,401,測定値,100,尿,554,電位差測定_ビトロス 5600II,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002550,1,13B3X90003000009,ビオリス５０ｉスペリア,35743010^ディスクリート方式臨床化学自動分析装置,東京貿易メディシス株式会社,ナトリウム,C7002-0401-250-550-B1,C7002,ナトリウム,401,測定値,250,血清,550,電位差測定_ビオリス５０ｉスペリア,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002550,2,13B3X90003000009,ビオリス５０ｉスペリア,35743010^ディスクリート方式臨床化学自動分析装置,東京貿易メディシス株式会社,尿中ナトリウム,C7002-0401-100-550-B1,C7002,ナトリウム,401,測定値,100,尿,550,電位差測定_ビオリス５０ｉスペリア,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002549,1,13B3X90003000011,ビオリス５０i,35743010^ディスクリート方式臨床化学自動分析装置,東京貿易メディシス株式会社,ナトリウム,C7002-0401-250-549-B1,C7002,ナトリウム,401,測定値,250,血清,549,電位差測定_ビオリス５０i,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002549,2,13B3X90003000011,ビオリス５０i,35743010^ディスクリート方式臨床化学自動分析装置,東京貿易メディシス株式会社,尿中ナトリウム,C7002-0401-100-549-B1,C7002,ナトリウム,401,測定値,100,尿,549,電位差測定_ビオリス５０i,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002560,1,14B2X00034050014,"電解質Na,K専用測定器　Fingraph",35902000^イオン選択性分析装置,株式会社テクノメディカ,ナトリウム,C7002-0401-210-560-B1,C7002,ナトリウム,401,測定値,210,全血(静脈血),560,"電位差測定_電解質Na,K専用測定器　Fingraph",B1,mmol/L,230^全血(毛細管血),,3H010-0000-018-261-01,3H010,ナトリウム,0,,18,全血,261,電位差測定,1,定量値,021^毛細管血,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002561,1,14B2X00034050016,電解質測定器　STAX-5　inspire,35902000^イオン選択性分析装置,株式会社テクノメディカ,ナトリウム,C7002-0401-210-561-B1,C7002,ナトリウム,401,測定値,210,全血(静脈血),561,電位差測定_電解質測定器　STAX-5　inspire,B1,mmol/L,230^全血(毛細管血),,3H010-0000-018-261-01,3H010,ナトリウム,0,,18,全血,261,電位差測定,1,定量値,021^毛細管血,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002557,1,14B3X000010000FC,全自動電解質分析装置ＥＡ０８Ｍ,35902000^イオン選択性分析装置,株式会社エイアンドティー,ナトリウム,C7002-0401-250-557-B1,C7002,ナトリウム,401,測定値,250,血清,557,電位差測定_全自動電解質分析装置ＥＡ０８Ｍ,B1,mmol/L,213^全血(静脈血、ヘパリン入り),,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,019^全血(添加物入り),160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002557,2,14B3X000010000FC,全自動電解質分析装置ＥＡ０８Ｍ,35902000^イオン選択性分析装置,株式会社エイアンドティー,尿中ナトリウム,C7002-0401-100-557-B1,C7002,ナトリウム,401,測定値,100,尿,557,電位差測定_全自動電解質分析装置ＥＡ０８Ｍ,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002558,1,14B3X000010000JY,全自動電解質分析装置ＥＡ０９,35902000^イオン選択性分析装置,株式会社エイアンドティー,ナトリウム,C7002-0401-250-558-B1,C7002,ナトリウム,401,測定値,250,血清,558,電位差測定_全自動電解質分析装置ＥＡ０９,B1,mmol/L,213^全血(静脈血、ヘパリン入り),,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,019^全血(添加物入り),160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002558,2,14B3X000010000JY,全自動電解質分析装置ＥＡ０９,35902000^イオン選択性分析装置,株式会社エイアンドティー,尿中ナトリウム,C7002-0401-100-558-B1,C7002,ナトリウム,401,測定値,100,尿,558,電位差測定_全自動電解質分析装置ＥＡ０９,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002556,1,14B3X000010001BW,全自動電解質分析装置ＥＡ０７,35902000^イオン選択性分析装置,株式会社エイアンドティー,ナトリウム,C7002-0401-250-556-B1,C7002,ナトリウム,401,測定値,250,血清,556,電位差測定_全自動電解質分析装置ＥＡ０７,B1,mmol/L,213^全血(静脈血、ヘパリン入り),,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,019^全血(添加物入り),160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002556,2,14B3X000010001BW,全自動電解質分析装置ＥＡ０７,35902000^イオン選択性分析装置,株式会社エイアンドティー,尿中ナトリウム,C7002-0401-100-556-B1,C7002,ナトリウム,401,測定値,100,尿,556,電位差測定_全自動電解質分析装置ＥＡ０７,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002559,1,14B3X000010001BX,全自動電解質分析装置ＰＶＡ−ＥＸII,35902000^イオン選択性分析装置,株式会社エイアンドティー,ナトリウム,C7002-0401-250-559-B1,C7002,ナトリウム,401,測定値,250,血清,559,電位差測定_全自動電解質分析装置ＰＶＡ−ＥＸII,B1,mmol/L,213^全血(静脈血、ヘパリン入り),,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,019^全血(添加物入り),160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002559,2,14B3X000010001BX,全自動電解質分析装置ＰＶＡ−ＥＸII,35902000^イオン選択性分析装置,株式会社エイアンドティー,尿中ナトリウム,C7002-0401-100-559-B1,C7002,ナトリウム,401,測定値,100,尿,559,電位差測定_全自動電解質分析装置ＰＶＡ−ＥＸII,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7002001,1,226AFAMX00016000,マルチローターⅢ,30193000^ナトリウムキット,株式会社セントラル科学貿易,ナトリウム,C7002-0401-250-001-B1,C7002,ナトリウム,401,測定値,250,血清,1,可視吸光光度法_マルチローターⅢ,B1,mmol/L,,,3H010-0000-023-271-01,3H010,ナトリウム,0,,23,血清,271,可視吸光光度法,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002555,1,25B1X00001000031,スポットケム　ＥＬ　ＳＥ−１５２０,35902000^イオン選択性分析装置,株式会社アークレイ ファクトリー,ナトリウム,C7002-0401-250-555-B1,C7002,ナトリウム,401,測定値,250,血清,555,電位差測定_スポットケム　ＥＬ　ＳＥ−１５２０,B1,mmol/L,,,3H010-0000-023-261-01,3H010,ナトリウム,0,,23,血清,261,電位差測定,1,定量値,,160021110.0,ナトリウム及びクロール,11.0,,,,3,20191008
10C7002555,2,25B1X00001000031,スポットケム　ＥＬ　ＳＥ−１５２０,35902000^イオン選択性分析装置,株式会社アークレイ ファクトリー,尿中ナトリウム,C7002-0401-100-555-B1,C7002,ナトリウム,401,測定値,100,尿,555,電位差測定_スポットケム　ＥＬ　ＳＥ−１５２０,B1,mmol/L,,,3H010-0000-001-261-01,3H010,ナトリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132450.0,ナトリウム及びクロール（尿）,11.0,,,,3,20191008
10C7003002,1,13A2X00206000102,レフロトロン　カリウムII,30192000^カリウムキット,ロシュ・ダイアグノスティックス株式会社,カリウム,C7003-0401-250-002-B1,C7003,カリウム,401,測定値,250,血清,2,反射測光法(レフラクトメトリー)_レフロトロン　カリウムII,B1,mmol/L,,,3H015-0000-023-291-01,3H015,カリウム,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003001,1,226AFAMX00016000,マルチローターⅢ,30192000^カリウムキット,株式会社セントラル科学貿易,カリウム,C7003-0401-250-001-B1,C7003,カリウム,401,測定値,250,血清,1,紫外吸光光度法(UV法)_マルチローターⅢ,B1,mmol/L,,,3H015-0000-023-272-01,3H015,カリウム,0,,23,血清,272,紫外吸光光度法(UV法),1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003506,1,08B2X10005000001,ＬＡＢＯＳＰＥＣＴ　008　日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,尿中カリウム,C7003-0401-100-506-B1,C7003,カリウム,401,測定値,100,尿,506,電位差測定_ＬＡＢＯＳＰＥＣＴ　008　日立自動分析装置,B1,mmol/L,,,3H015-0000-001-261-01,3H015,カリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132650.0,カリウム（尿）,11.0,,,,3,20191008
10C7003506,2,08B2X10005000001,ＬＡＢＯＳＰＥＣＴ　008　日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,カリウム,C7003-0401-250-506-B1,C7003,カリウム,401,測定値,250,血清,506,電位差測定_ＬＡＢＯＳＰＥＣＴ　008　日立自動分析装置,B1,mmol/L,,,3H015-0000-023-261-01,3H015,カリウム,0,,23,血清,261,電位差測定,1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003505,1,08B2X10005000038,ＬＡＢＯＳＰＥＣＴ　006　日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,尿中カリウム,C7003-0401-100-505-B1,C7003,カリウム,401,測定値,100,尿,505,電位差測定_ＬＡＢＯＳＰＥＣＴ　006　日立自動分析装置,B1,mmol/L,,,3H015-0000-001-261-01,3H015,カリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132650.0,カリウム（尿）,11.0,,,,3,20191008
10C7003505,2,08B2X10005000038,ＬＡＢＯＳＰＥＣＴ　006　日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,カリウム,C7003-0401-250-505-B1,C7003,カリウム,401,測定値,250,血清,505,電位差測定_ＬＡＢＯＳＰＥＣＴ　006　日立自動分析装置,B1,mmol/L,,,3H015-0000-023-261-01,3H015,カリウム,0,,23,血清,261,電位差測定,1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003501,1,08B2X10005000040,日立自動分析装置　３１００,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,尿中カリウム,C7003-0401-100-501-B1,C7003,カリウム,401,測定値,100,尿,501,電位差測定_日立自動分析装置　３１００,B1,mmol/L,,,3H015-0000-001-261-01,3H015,カリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132650.0,カリウム（尿）,11.0,,,,3,20191008
10C7003501,2,08B2X10005000040,日立自動分析装置　３１００,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,カリウム,C7003-0401-250-501-B1,C7003,カリウム,401,測定値,250,血清,501,電位差測定_日立自動分析装置　３１００,B1,mmol/L,,,3H015-0000-023-261-01,3H015,カリウム,0,,23,血清,261,電位差測定,1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003507,1,08B2X10005000041,ＬＡＢＯＳＰＥＣＴ　008α　日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,尿中カリウム,C7003-0401-100-507-B1,C7003,カリウム,401,測定値,100,尿,507,電位差測定_ＬＡＢＯＳＰＥＣＴ　008α　日立自動分析装置,B1,mmol/L,,,3H015-0000-001-261-01,3H015,カリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132650.0,カリウム（尿）,11.0,,,,3,20191008
10C7003507,2,08B2X10005000041,ＬＡＢＯＳＰＥＣＴ　008α　日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,カリウム,C7003-0401-250-507-B1,C7003,カリウム,401,測定値,250,血清,507,電位差測定_ＬＡＢＯＳＰＥＣＴ　008α　日立自動分析装置,B1,mmol/L,,,3H015-0000-023-261-01,3H015,カリウム,0,,23,血清,261,電位差測定,1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003502,1,08B2X10005000042,日立自動分析装置　３５００,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置~35926010^免疫比濁分析装置~35514000^血液凝固分析装置,株式会社日立ハイテクノロジーズ,尿中カリウム,C7003-0401-100-502-B1,C7003,カリウム,401,測定値,100,尿,502,電位差測定_日立自動分析装置　３５００,B1,mmol/L,,,3H015-0000-001-261-01,3H015,カリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132650.0,カリウム（尿）,11.0,,,,3,20191008
10C7003502,2,08B2X10005000042,日立自動分析装置　３５００,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置~35926010^免疫比濁分析装置~35514000^血液凝固分析装置,株式会社日立ハイテクノロジーズ,カリウム,C7003-0401-250-502-B1,C7003,カリウム,401,測定値,250,血清,502,電位差測定_日立自動分析装置　３５００,B1,mmol/L,,,3H015-0000-023-261-01,3H015,カリウム,0,,23,血清,261,電位差測定,1,定量値,,160021410.0,カリウム,11.0,,,,3,20191008
10C7003503,1,08B2X10005001001,７１８０形日立自動分析装置,35743010^ディスクリート方式臨床化学自動分析装置~35902000^イオン選択性分析装置,株式会社日立ハイテクノロジーズ,尿中カリウム,C7003-0401-100-503-B1,C7003,カリウム,401,測定値,100,尿,503,電位差測定_７１８０形日立自動分析装置,B1,mmol/L,,,3H015-0000-001-261-01,3H015,カリウム,0,,1,尿(含むその他),261,電位差測定,1,定量値,,160132650.0,カリウム（尿）,11.0,,,,3,20191008
